hldE,,rfaD,,GmhA,,GmhB,,menH,,menF,,menC,
control,adenoma,control,adenoma,control,adenoma,control,adenoma,adenoma,cancer,adenoma,cancer,adenoma,cancer
0.608291656,6.73527485,4.580674464,123.059432,0.439807306,11.787176,0.380101694,10.5785977,7.254871011,151.6013022,2.696669582,68.71614153,10.05114519,179.688391
0.17544758,1.304360314,1.83613898,26.68806283,0.147962891,2.16195131,0.163573918,2.94415906,1.368364653,0.148314526,0.76713018,0.346846056,2.561275817,0.217952654
0.925755427,3.411086778,130.7862237,29.71849491,20.30414962,3.762225257,16.32538608,2.518003927,0.019233302,0.013779213,0.285000676,0.054272207,3.318163228,0.005379393
0.331164994,4.522414799,3.100952912,2.54612161,0.081770521,0.410270958,0.205583086,0.194306377,0.057080257,67.90330686,0.393619279,30.367472,0.263825048,53.4640097
0.094553665,1.062972262,10.73256401,8.58848683,1.39997757,1.017124883,1.097604156,0.767192644,0.0360019,0.015707047,0.332703802,0.400236595,0.644285381,0.007111031
0.524833952,1.737538939,63.7481514,4.457341174,9.653354456,0.696866998,7.698380713,0.265953869,0.01410749,25.35303509,0.391891337,9.263768147,0.387045968,11.91812743
0.877234095,,4.370341324,,0.045132619,,0.162776762,,,0.148472737,,0.326699293,,0.222414826
,,,,,,,,,9.466436879,,2.092220496,,6.686536462
,,,,,,,,,1.284910459,,1.882903154,,1.33195726
,,,,,,,,,0.738971252,,5.98629234,,0.82071882
,,,,,,,,,19.45023657,,8.905368864,,25.11865667
,,,,,,,,,26.07378044,,9.749087578,,31.57076642
,,,,,,,,,0.155732609,,0.51648887,,0.030090144
,,,,,,,,,0.068618721,,7.9437076,,0.087063636
,,,,,,,,,0.808816752,,3.51044626,,0.977957789
,,,,,,,,,14.50825767,,5.094999885,,12.31607477
,,,,,,,,,5.899807933,,2.347082704,,8.364391691
,,,,,,,,,4.438985325,,1.528978093,,0.037617862
,,,,,,,,,3.40575356,,1.860205626,,4.495219461
,,,,,,,,,0.31294421,,0.49307361,,0.139219084
,,,,,,,,,0.320643279,,0.553930715,,2.315065294
,,,,,,,,,0.193365067,,0.253174121,,0.335760924
,,,,,,,,,0.06060571,,0.473557361,,0.21916938
,,,,,,,,,19.12641847,,6.546145612,,2.486584311
,,,,,,,,,4.533858522,,1.976411109,,7.250731817
,,,,,,,,,0.151486898,,0.55325796,,0.086469753
,,,,,,,,,2.036679744,,0.827704293,,2.511069313
,,,,,,,,,1.731056752,,1.163215438,,2.31261876
,,,,,,,,,0.117338686,,0.84748149,,0.039029573
,,,,,,,,,7.770835878,,2.670687108,,0.67883872
