Axis1,Axis2,Sample ID,Group,Study
-0.163971517,0.314959931,US2-control90,Control,US2-CRC
0.346672879,-0.064862486,US2-control91,Control,US2-CRC
-0.177186561,-0.078704537,US2-control92,Control,US2-CRC
-0.314564916,0.043083653,US2-control93,Control,US2-CRC
-0.129530529,0.299973422,US2-control94,Control,US2-CRC
-0.187919177,-0.151416562,US2-control95,Control,US2-CRC
0.008489391,0.229140554,US2-control96,Control,US2-CRC
-0.069225888,0.17425864,US2-control97,Control,US2-CRC
0.075848376,0.269889702,US2-control98,Control,US2-CRC
0.002662049,-0.19605946,US2-control99,Control,US2-CRC
0.098198364,-0.166926049,CA-adenoma01,Adenoma,CA-CRC
0.193470558,0.141093201,CA-adenoma02,Adenoma,CA-CRC
0.229092357,0.026606404,CA-adenoma03,Adenoma,CA-CRC
0.237082308,0.289024102,CA-adenoma04,Adenoma,CA-CRC
-0.104894033,-0.149557238,CA-adenoma05,Adenoma,CA-CRC
0.251198229,0.249406129,CA-adenoma06,Adenoma,CA-CRC
0.19607045,0.212792381,CA-adenoma07,Adenoma,CA-CRC
0.118032361,0.101429617,CA-adenoma08,Adenoma,CA-CRC
0.165457919,-0.136688202,CA-adenoma09,Adenoma,CA-CRC
0.034339608,0.199864236,CA-adenoma10,Adenoma,CA-CRC
0.209031736,0.03519431,CA-adenoma11,Adenoma,CA-CRC
0.137598602,0.310457884,CA-adenoma12,Adenoma,CA-CRC
0.199598551,0.076858125,CA-adenoma13,Adenoma,CA-CRC
0.151135375,-0.111251639,CA-adenoma14,Adenoma,CA-CRC
0.224170953,0.200419019,CA-adenoma15,Adenoma,CA-CRC
0.145642205,0.122297153,CA-adenoma16,Adenoma,CA-CRC
0.173122299,0.354607446,CA-adenoma17,Adenoma,CA-CRC
0.128787698,0.347639401,CA-adenoma18,Adenoma,CA-CRC
0.181931948,-0.071938485,CA-adenoma19,Adenoma,CA-CRC
0.163219815,-0.10301654,CA-adenoma20,Adenoma,CA-CRC
-0.184396246,-0.263517592,CA-adenoma21,Adenoma,CA-CRC
0.064216599,-0.054284336,CA-adenoma22,Adenoma,CA-CRC
0.147470873,0.066542203,CA-adenoma23,Adenoma,CA-CRC
0.162789814,-0.114783664,CA-adenoma24,Adenoma,CA-CRC
-0.02205303,-0.141778761,CA-adenoma25,Adenoma,CA-CRC
0.014131025,-0.098255012,CA-adenoma26,Adenoma,CA-CRC
0.166581366,0.091331456,CA-adenoma27,Adenoma,CA-CRC
-0.006641125,0.025625376,CA-adenoma28,Adenoma,CA-CRC
0.247871461,0.272781935,CA-adenoma29,Adenoma,CA-CRC
0.232326957,-0.024176622,CA-adenoma30,Adenoma,CA-CRC
0.143151816,-0.216936982,CA-cancer01,Cancer,CA-CRC
0.221575841,-0.092262197,CA-cancer02,Cancer,CA-CRC
0.050383134,0.212451601,CA-cancer03,Cancer,CA-CRC
0.184697766,0.091781214,CA-cancer04,Cancer,CA-CRC
0.310821321,-0.089852717,CA-cancer05,Cancer,CA-CRC
0.105880306,-0.155518205,CA-cancer06,Cancer,CA-CRC
0.255489491,0.036385281,CA-cancer07,Cancer,CA-CRC
0.060387885,0.245180565,CA-cancer08,Cancer,CA-CRC
-0.118165307,-0.236627139,CA-cancer09,Cancer,CA-CRC
0.214834115,-0.112502081,CA-cancer10,Cancer,CA-CRC
0.311815756,-0.125237482,CA-cancer11,Cancer,CA-CRC
0.204323832,0.085845089,CA-cancer12,Cancer,CA-CRC
0.239910839,-0.05344699,CA-cancer13,Cancer,CA-CRC
0.081221058,-0.192245488,CA-cancer14,Cancer,CA-CRC
0.053962701,-0.013817318,CA-cancer15,Cancer,CA-CRC
0.245292786,0.176188479,CA-cancer16,Cancer,CA-CRC
0.18763667,-0.071708222,CA-cancer17,Cancer,CA-CRC
-0.02198808,0.037249291,CA-cancer18,Cancer,CA-CRC
0.067025638,-0.040399442,CA-cancer19,Cancer,CA-CRC
0.276050656,-0.169028385,CA-cancer20,Cancer,CA-CRC
0.108800758,-0.397402539,CA-cancer21,Cancer,CA-CRC
0.282581007,-0.17289633,CA-cancer22,Cancer,CA-CRC
0.371068375,0.015182483,CA-cancer23,Cancer,CA-CRC
0.116920064,0.020076016,CA-cancer24,Cancer,CA-CRC
0.108031437,0.056916123,CA-cancer25,Cancer,CA-CRC
0.050563814,0.193829675,CA-cancer26,Cancer,CA-CRC
0.251211585,0.056384616,CA-cancer27,Cancer,CA-CRC
-0.034388804,-0.227698741,CA-cancer28,Cancer,CA-CRC
0.221791585,0.284932235,CA-cancer29,Cancer,CA-CRC
0.244677119,-0.254580465,CA-cancer30,Cancer,CA-CRC
0.237581132,-0.170406691,CA-control01,Control,CA-CRC
0.120617741,-0.058690661,CA-control02,Control,CA-CRC
0.164329093,0.200967867,CA-control03,Control,CA-CRC
-0.06425766,0.16423282,CA-control04,Control,CA-CRC
0.238645401,-0.015708184,CA-control05,Control,CA-CRC
0.204520193,-0.330261017,CA-control06,Control,CA-CRC
0.182876351,0.227597094,CA-control07,Control,CA-CRC
0.286000036,-0.17298177,CA-control08,Control,CA-CRC
0.218227901,-0.143079439,CA-control09,Control,CA-CRC
-0.077328155,-0.171666587,CA-control10,Control,CA-CRC
0.132916002,0.020108342,CA-control11,Control,CA-CRC
0.274526089,0.293357071,CA-control12,Control,CA-CRC
0.304714315,-0.170808586,CA-control13,Control,CA-CRC
0.199131201,-0.13560245,CA-control14,Control,CA-CRC
0.226416649,-0.008093841,CA-control15,Control,CA-CRC
0.307145565,-0.052533507,CA-control16,Control,CA-CRC
0.237557893,-0.172601681,CA-control17,Control,CA-CRC
0.056080736,-0.181021887,CA-control18,Control,CA-CRC
0.312490932,-0.228312183,CA-control19,Control,CA-CRC
0.216434863,-0.123194632,CA-control20,Control,CA-CRC
0.040738848,0.129296617,CA-control21,Control,CA-CRC
0.177271626,0.071169365,CA-control22,Control,CA-CRC
-0.097673488,-0.13866117,CA-control23,Control,CA-CRC
-0.077356401,0.172862488,CA-control24,Control,CA-CRC
0.212267627,0.163964927,CA-control25,Control,CA-CRC
0.261592133,-0.086933793,CA-control26,Control,CA-CRC
0.157905555,0.031462084,CA-control27,Control,CA-CRC
0.041447369,-0.075915247,CA-control28,Control,CA-CRC
0.339949314,-0.053390253,CA-control29,Control,CA-CRC
0.277170286,-0.181754702,CA-control30,Control,CA-CRC
