ASV ID,Disease,Study,T.mean,P.val,Meta.significance
2489471b3729e885a2c1ddaa10774d8e,0.002244638,0.005680506,0.000379058,0.399952907,FALSE
24ab52d61bd6f296ee3a1318ea6541a3,0.000132886,0.024070885,0,0.77397634,FALSE
24cccadb274fef1f88113e8f019e2a63,0.015954014,0.006739597,2.93E-07,0.001782942,TRUE
25394a604bbcd078c80186b300dab8ee,0.017039299,0.021903817,0,0.007032273,TRUE
25bf7b31746631bbb8582ebe892fe837,0.012897688,0.031960863,0,0.005478271,TRUE
263dd27eecec232de5af17bd4f6de61b,0.001910217,0.036368435,0,0.646479902,FALSE
263e41ea2c25dc87bd2ff5910cf30d40,0.009768378,0.038448209,0.016603919,0.082494001,FALSE
26736c7ee02864e6bbab37424d69a4ed,0.000725138,0.051479333,0.000184254,0.644414734,FALSE
26c6e3ed14694582e207478c1f23c21f,0.002512571,0.011248014,0.000388073,0.310242738,FALSE
2721fd42d5373667f111c60faaf21eac,0.004807959,0.015217028,0,0.121159064,FALSE
2740cf2417c92847cc298cbd71dd1fcd,0.000514645,0.005199681,0.00013145,0.377285769,FALSE
274d44a105684512d6df0a983a5b6663,0.00236622,0.080188766,0,0.745306849,FALSE
27a7197b6f932b622896bc3dc90f3200,0.002950022,0.017193854,0,0.270561601,FALSE
27ccbc0c212b45eb46c3573174e1bd80,0.003213234,0.097865304,0,0.628105234,FALSE
27f098662c8f87b4aaff903d9c0f28d3,0.005683009,0.007845518,0.000683367,0.212842594,FALSE
29c0b831ad8278ee5185bfe79acc067e,0.00238856,0.015913155,0,0.300210491,FALSE
2a2b34830532f063cbbc1517e527b58f,0.003149048,0.014966298,0,0.200435261,FALSE
2a7169b7465789a82b4f47c3d934d259,0.002564299,0.043960656,2.51E-05,0.272444211,FALSE
2bd9309f2f97cae51d18d06ea1ca519a,0.001429593,0.076688561,2.77E-05,0.92640438,FALSE
2c0c62ea09b2efe01bacdcbcf558d2b8,0.012423723,0.046653454,0.000324392,0.001481812,TRUE
2c353937b82f39126e9aeead6f624ac9,0.000817464,0.131484354,1.35E-06,0.105367264,FALSE
2c3b179c770eca4dd9338a4d2c137202,0.000644502,0.001638788,0,0.527768496,FALSE
2c5e87b291147c04e1b8d1c808b1aee0,0.000477129,0.003664559,1.60E-05,0.705801,FALSE
2c982937754e6321f861027032db80f7,0.004331453,0.001867365,0.001668592,0.113306037,FALSE
2dbaf07cdc2dece27cda9675d3850efe,0.004554319,0.014353715,0,0.113947895,FALSE
2de0f958e30d26f04cba8d2a920bbe46,0.007447408,0.096643517,0.000140569,0.006230941,TRUE
2e4f2b53b856c4def6d021d01f5abb70,0.012995716,0.000793932,0.00747893,0.008806865,TRUE
2e81e4d1a54e1636af43e46fa332ab11,0.001371583,0.003142668,2.39E-06,0.34814517,FALSE
2ef1e51ab1cf99a3c6417b05a060830e,1.61E-05,0.004968184,1.73E-06,0.832418121,FALSE
2fb5a4a7d5e419920ec9257327a118ca,0.001874169,0.108178919,0,0.653493071,FALSE
300568e1ddcb6356519af1a75ab2df4b,0.000646567,0.152018155,7.39E-06,0.927742072,FALSE
3114d42cc9f862a2a18d7e5efde7fa9b,0.002090856,0.03601774,5.21E-06,0.10505877,FALSE
3120660c883750285d85c12f7d898f67,0.004338271,0.04852383,2.34E-05,0.283325294,FALSE
315ca0a729f126b941ba111a16d4d97a,0.002783749,0.007578868,0.000153898,0.255834431,FALSE
31654b0fabcee256ee93ddfc89c8b048,0.000304285,0.032176615,0.000129058,0.887036576,FALSE
31774b2ab198d7b5abc9f0d6e8a5ffc2,0.007203757,0.002251775,0,0.061134964,FALSE
31ae90207edd94c7ec56db3a9778c2e7,0.00563383,0.035081876,0,0.162991732,FALSE
31f567f59096ed2d57feecc6c3621a58,0.048636733,0.017948549,0,1.10E-07,TRUE
3219af75ee8056ed06ba81e873b0d0cb,2.14E-05,0.030994777,0.000458212,0.807445652,FALSE
32946a13151283c45561a1d0ca4223a0,0.00030729,0.022965951,5.31E-06,0.474856011,FALSE
32cc17e12d08b4011ab0ec8c393fd12c,0.001727342,0.017207089,3.57E-05,0.659653223,FALSE
32cd36db3b176689d81c65ddb6c17140,0.002943526,0.029548599,9.93E-07,0.074962889,FALSE
332a6411ff00b4010ac2397f504c4695,0.005830348,0.028961682,0.00898351,0.21121041,FALSE
333bbf9224442fc10cd497377d2b1d01,0.001467754,0.002594437,0.004730922,0.434634221,FALSE
33518e48b174ac428cb7be1a216c6c6e,0.01512286,0.070463972,0.012745529,0.037154811,TRUE
33ba975cdb88b5073a2355ffdf01e9cb,0.011914956,0.008950864,3.75E-06,0.013851955,TRUE
33ddca6781100b91d670de9a543e5aa7,0.005295044,0.022292774,0,0.088495705,FALSE
341caff1300aa78cd6d20a52e037a0f7,0.004761564,0.026306581,4.31E-06,0.182151518,FALSE
3443b73db214fbccce540ddb43380a8d,5.03E-05,0.038722347,0,0.682003593,FALSE
34b791a0a48d68bbf6278d510ee36430,7.92E-08,0.095999416,1.19E-05,0.868613551,FALSE
35195a80f6fb69ef8bd6827d1b045aad,4.93E-05,0.027296224,2.98E-05,0.59764043,FALSE
3525e8f55cd3355cc02bb9df648623e2,0.002101672,0.013345292,0.000425264,0.254379128,FALSE
35cbb315e019e0a8768d4b73862df415,0.000409915,0.232961534,0.005327036,0.088404762,FALSE
35ffcc3b809d667286737d79670b8de5,0.000133974,0.025011202,0.001965075,0.844422299,FALSE
360b8779251bfde96f1165e5202f83d6,0.000698115,0.009570809,0,0.540711145,FALSE
366bb3ddd63d135bec172051cf2cfe0a,0.008423168,0.054192518,4.02E-06,0.039316161,TRUE
369bbf86b13d5924c095aad30bba9af1,0.004876766,0.22097667,2.97E-06,0.002974616,TRUE
36c3c3e931ebb36c143c46739b848668,2.86E-07,0.004691839,1.52E-06,0.739116085,FALSE
36ce67b3fecce277df99829617975495,0.00138247,0.019639411,0,0.5392029,FALSE
36d9ad396b85196c9b4cf68b81789585,0.003885424,0.031112777,0.000724714,0.084659361,FALSE
3723ea6e099f53017ca85c153c80969f,0.002928547,0.019059506,5.53E-07,0.210666299,FALSE
394eda29c886632f514dd94b58381186,0.034690677,0.025030545,0.000357446,4.02E-05,TRUE
396ffa76286336a3eeb1ea420e60f86b,0.004597042,0.008211401,0.000180146,0.107504234,FALSE
3971f12074ab43063f75c7cf8030f49d,0.000941283,0.006455314,6.46E-05,0.446395922,FALSE
39c746e6698d4935484f50bf45508965,0.010497685,0.054349971,3.97E-05,0.0554005,FALSE
39f94c50ed5ba9ec7085c9c0e312c16a,0.000422756,0.017639548,2.84E-05,0.495906389,FALSE
3aad083a4c822d27071d1ff6163cbfb2,0.000378672,0.005977924,9.50E-07,0.734027565,FALSE
3b010dbd9eae72a79f11af5d24eb3ca3,0.004521909,0.048750733,0.0002775,0.141233514,FALSE
3d675bc2e3ca7ae2dbd80044122f82b0,6.83E-05,0.008159633,2.35E-05,0.685204832,FALSE
3dd7acf39ab927348aafcd8acb08dd9a,0.000718376,0.007709166,1.22E-05,0.536217794,FALSE
3f49f2e33639f81618c76b5807f6498c,0.006130869,0.003526949,0.000579622,0.097460778,FALSE
3f6dce06719bb11b6b9bbb8f2c8a5644,8.34E-05,0.026224686,5.27E-05,0.613117115,FALSE
3f9afe17105dd0c33bf41ce08824f362,0.001880338,0.017240896,1.22E-05,0.346847401,FALSE
3fa3bc57e77ce8e3c12a8d89543c8179,8.55E-05,0.015951452,0,0.882741022,FALSE
40874d61006874f7c87d904707d320d9,0.000146405,0.025996591,0.000401181,0.927209006,FALSE
40ac3979c05fe30df6ecfaaa78ae3e9f,0.00450992,0.021959299,0,0.121288039,FALSE
40c224bbde3afb84430a840676a0115a,0.000172111,0.013691294,0,0.749432729,FALSE
4102c0c9284b080a36ae312a7b497915,7.03E-05,0.024522253,9.10E-07,0.91522349,FALSE
4109fbbe9cd1407916d6f86e0fc3038d,0.002615622,0.10645554,1.25E-06,0.62075058,FALSE
410e1eaa1468a3d40595898f671ba0b3,7.09E-05,0.062424246,0.002255548,0.787238762,FALSE
412b0b2c43975195a230e493a7a2b763,0.000383597,0.003252717,0,0.475188177,FALSE
420f96256387d77de17ec28d160bb147,0.004384383,0.045127971,0,0.426527318,FALSE
421cbd1d71d34704c6d53377261e213c,0.005727518,0.030577458,0.000662756,0.047577771,TRUE
422443b7e46f6631c5a7cc89316be0d0,9.22E-05,0.010992555,0,0.740774138,FALSE
43119e5f1eb41e9ee1776d7a6504126f,0.000562708,0.010410196,0,0.53572762,FALSE
43202fe954709a694e31c3a1be7e889b,0.005720925,0.006474241,8.20E-05,0.043682216,TRUE
43a39fa4815bda79d6470002c8172dcb,0.000619566,0.018078933,0,0.581464634,FALSE
44396f15b10f6577d61a11c6047c939f,0.001862303,0.007490451,0.006256797,0.339128695,FALSE
452e8489334d0ba0cf7eeccea28f1364,0.001657797,0.02622836,0.000152848,0.446468421,FALSE
455219eeb206cd432bf64f51159e0b4c,0.000875692,0.001681192,0,0.493266018,FALSE
45aea834beb1b1b53d8db337520b771e,0.001800357,0.01153263,4.79E-05,0.477383247,FALSE
45c80843dac191f771b11018ff90d94c,0.007660786,0.030154197,0.000356653,0.077661115,FALSE
45ddc69a3fbf19ff4953211c157cb9ac,0.004829537,0.010445813,4.16E-05,0.158597393,FALSE
4764c9892e1e8a1720557f820454acd5,6.38E-06,0.003762404,0,0.886803429,FALSE
47c305878bfc73bfeda34b2ae1a82ee1,0.001263703,0.020211229,0,0.557054092,FALSE
47f770032218f91b352999ff1f663807,0.03429754,0.02085277,7.51E-06,0.000243711,TRUE
4912cd4c1f9a773f88a73c258c25c825,0.013543808,0.01426572,3.52E-05,0.009335436,TRUE
4924bfca291797ea1fca3e384f4143f9,0.006630669,0.067633746,0,0.014511073,TRUE
496d7f479392def9414da33c9137e40a,7.04E-05,0.045472808,0.000150399,0.998092832,FALSE
4a1c5fb315646700069f4c358a196b9f,0.000102451,0.047472691,2.37E-05,0.512363406,FALSE
4ada3d8098e9706fcebb85f1e427fea6,0.005985736,0.038976058,0,0.085662762,FALSE
4bd01f90398375480101204bbcdd2ceb,0.004244163,0.097351798,0.000363846,0.206009833,FALSE
4bdbaae586dedec92168f93266de0979,0.01677714,0.047366931,1.16E-06,0.011626038,TRUE
4cdc5b820b31c7b2c0720f917d9cd3f7,0.001440172,0.059496704,1.01E-05,0.246958611,FALSE
4d334598e144b1d31c0b92a301b5cc68,0.000100015,0.012740044,0.000101256,0.805192478,FALSE
4d72007c70f4abc0bf9e8fe8b826d07d,0.009084118,0.081512647,0,0.227999075,FALSE
4e0a8ac6434b87de6ed53d016fd7c87c,0.009149743,0.00956086,0,0.012347713,TRUE
4e2e6735331ad01a30c94d2f4c285dc2,0.018941465,0.014104778,0.000638269,0.001075207,TRUE
4f480409cf34da6fb985eaa1cf33a65b,7.11E-07,0.112381529,3.44E-06,0.516994539,FALSE
4fa92a2a53671efe07609c498ade0093,0.001849227,0.020947612,2.79E-07,0.228174566,FALSE
504efe2f63f610a0f92e8cd040e2f916,0.000406725,0.014069604,2.28E-05,0.959885523,FALSE
5050bcdda95dede0595dc33c6d1ba0fc,0.000605096,0.049020336,0,0.828847085,FALSE
506efac48dc5d5be2c0122c381639a3f,0.000241697,0.007373056,0.001350538,0.468242205,FALSE
5149bdbf03de13bb38557d48d5141b87,0.029884448,0.027701438,0.000112477,4.78E-05,TRUE
518152583cf49fa56a2faead4d28e1e5,0.000256397,0.007802664,0,0.857013226,FALSE
51d4f17b8dda9f7d972bf3dd0ecc4e59,0.003407011,0.006155299,0.000468001,0.159521534,FALSE
51ea85f428a5daaaf348c94671af386e,0.005067328,0.009107395,0,0.064070512,FALSE
5225de25bf8902d5a02c4af6e90cb5e8,2.69E-08,0.022108224,8.10E-06,0.961976069,FALSE
52573485a4521e007e4c5217fc5d7c68,0.012650064,0.000267753,5.21E-05,0.006381093,TRUE
52ca86ec48d4b050235dcfdea9cd5d39,0.001033305,0.128493835,4.23E-07,0.132781284,FALSE
5322567d7de1d94e6cf65390deb29b1c,0.000197655,0.008197869,0,0.951420412,FALSE
533b6c05a74b2c25a94f884d6fe42f9d,0.000389327,0.002319077,1.07E-06,0.819725392,FALSE
5443a3f15cad4117ecbc72bfd4de8f25,0.002531393,0.005359918,3.43E-06,0.418863503,FALSE
547ed9d63f007845c48db64ef3e5aab6,0.000816136,0.050423405,0,0.291032039,FALSE
54886b8e1a829f2bf0f874ea7a002750,0.012269271,0.018210561,0,0.010582867,TRUE
54a2bfb0a96adc52c4ccca239ad01466,0.008503848,0.00620157,6.37E-05,0.034972049,TRUE
54ec3041ed02d098b3c5e4395466c441,0.001928286,0.065345404,0,0.119696686,FALSE
55beed6d1a19ce34788b66488ffe3917,0.015134489,0.045884112,0.000209254,0.003066372,TRUE
56bde454092279f47b556883d5909620,0.003345969,0.032936883,4.44E-06,0.121080366,FALSE
56be4da3a014f35ce47922774c9156c9,0.000426732,0.01917013,0,0.876857137,FALSE
58bd181f757283f5a4ceebdf90ff6243,0.0141646,0.005258915,6.46E-05,0.011599337,TRUE
596db8ce20ae5cbfdc338a62f1bed1d9,0.000233696,0.024275951,0.000462958,0.85353677,FALSE
59777186ad2e0947e97615b5d6225136,0.005644144,0.048446688,0.006758236,0.069054111,FALSE
59fde92361d7af5a12b89009cc1665c3,0.001656661,0.105083228,2.47E-05,0.108974246,FALSE
5a6c87d6a4eb5e114959f6192f29b641,0.000613103,0.006022878,0.001683131,0.689673778,FALSE
5a995ef0ef454381562fe4d6909fa8d4,0.003880017,0.022678752,6.57E-05,0.251017663,FALSE
5c4563e3dd7e12dcdf279783af929eaa,0.002632705,0.023857337,0.001848173,0.124840011,FALSE
5c4fd1d0cbe7b43a93c2ed9286af0847,7.76E-05,0.094008369,4.55E-06,0.272349947,FALSE
5c68ef2fd4b94cf4e302d4c8e2ef1fe1,0.00020643,0.00168837,1.22E-05,0.723813522,FALSE
5ca4ec70e0319aa4e6e75595df17d8dc,0.011397128,0.059861708,1.99E-05,0.050463343,FALSE
5d08d1eb4b8a0672652dd0fc0af2dcf0,0.00039142,0.019635267,0.000365187,0.56876747,FALSE
5df1c5c06a1966d13b17f1f5df672777,0.003390465,0.040159172,2.94E-05,0.428117792,FALSE
5e50a007ea9a7f83275157c158916fcc,0.002280497,0.036025168,0.000155798,0.300418681,FALSE
5e581b06024ab980e25ee550e0b97247,0.013277858,0.003159492,0,0.015842758,TRUE
5edd946e0a26ae1c85ed8c498c328387,0.003883967,0.032972344,0.000254584,0.40854606,FALSE
5eeda5ba5e347d3ee4cc5d928bc3a708,0.000388028,0.033091317,9.11E-06,0.440765184,FALSE
5f25904e073fe5c114cadfde74349518,0.002785738,0.173321347,7.99E-06,0.458114058,FALSE
5f8d35126b0a7321413d21487ec72b73,0.001622577,0.006380476,4.89E-05,0.568047263,FALSE
5fbc483f79cd97d3a7253931f37c33e8,0.018903221,0.042583726,0.000269265,0.008856511,TRUE
601101d33cdf43a40bd674a50711af52,0.000148375,0.004416722,0.000884571,0.884125406,FALSE
605cc047d6200f294e043f8ce6cb5af7,0.000282423,0.020739853,0.000126685,0.505863108,FALSE
60614520ce7378162013d9e6054a37ef,0.002162084,0.003909195,0,0.295226668,FALSE
609d1ae0045de753ac19f31803e3e19d,0.000159285,0.040571755,0.000250854,0.957886093,FALSE
60de6b121a302a56d080d6e4e597233e,3.53E-06,0.007165084,2.88E-06,0.927070609,FALSE
61535a40adb8221483821e3984d0b1ac,0.005112634,0.007063197,0.002806958,0.124195011,FALSE
629f41c0de31ba20f5d2b3f4c69e09c1,0.000276561,0.167564047,0.00012162,0.473801356,FALSE
6348584315770e0d041c8543e15394f1,0.002245602,0.014650888,2.11E-06,0.2185395,FALSE
6420671c26eef32065e0275c8cd6701e,0.010159703,0.00525123,0.001809947,0.073195737,FALSE
64cdad777808dde2fad9b1be7bc91b85,5.75E-05,0.050933898,0,0.428305017,FALSE
656fc22d077cc5d6ef83285bcd081cbe,0.004518823,0.047167554,0,0.235154139,FALSE
65990c74559e4adfaa672a884ad7d464,0.000149057,0.025077155,0.001030266,0.845659296,FALSE
65d43491988bfe557da4d86a5ba25dae,0.005723601,0.204890042,4.14E-06,0.321376258,FALSE
66063c3a2e5cc0fd8b0b301cdbb7c0ce,0.003277597,0.013944457,0.00014702,0.246200978,FALSE
6616dc3bd6aeb3e26b9b2218290ea574,0.000315525,0.01406261,0.001650533,0.862104392,FALSE
662a40a2523f7669fa865700fc74a1cf,0.004505438,0.004609402,0.000294733,0.157069116,FALSE
664667183a91ac47de4771fa5456a698,0.00074237,0.025694683,2.82E-05,0.354227153,FALSE
66a9101067d5d8c3ba7bb71b3043276d,0.005655806,0.015828237,0,0.072682011,FALSE
675c847bccbc53942ebb7b8cbb4efc4d,0.000206626,0.079505654,0.000408084,0.406261112,FALSE
67e8859e108281ee7971084bfa759522,0.066096884,0.012803402,5.60E-05,6.40E-08,TRUE
6851a4ee264b56be2fff4686ce269907,0.015692612,0.055339989,0.007393603,0.032413805,TRUE
68d79c3035521e82b504b081a197d2ed,2.85E-08,0.064161282,0.000645252,0.779964108,FALSE
68e7e3599b8727dad8fb579a21279b55,0.003587747,0.031423905,0,0.283515529,FALSE
69310a7cff9f6b902cdfd08243784ace,0.004004067,0.025321822,9.30E-05,0.096548006,FALSE
69a11f927915e2a3ba1f7b9c84486527,0.008885057,0.038650818,0.000381557,0.079944726,FALSE
69b90707f6f3da7941026fbe6a1597ce,0.020008761,0.012939411,0.000394852,0.001140223,TRUE
6acfe69f470ceebec0cce442b1190fa9,0.00028374,0.016110558,2.37E-05,0.876000376,FALSE
6afbda63b0750231cd586b402d745cd8,1.89E-06,0.098581006,3.15E-05,0.509680102,FALSE
6b5c5532185593c41966b2173ea9df1c,0.015641453,0.120698787,1.41E-05,0.009054297,TRUE
6b861b073aefd57927ceac668da9cc4c,0.00306686,0.017364104,1.25E-06,0.206518903,FALSE
6ba43acb03ae795b3e7e31f2be946006,0.006001634,0.159889973,0,0.369667565,FALSE
6ba98911efd5b1fa1cbba9f869562cce,0.00754674,0.031397027,3.62E-06,0.010269697,TRUE
6bbff26a22040581ff0e24f9b5b40830,0.004052467,0.001789378,7.60E-05,0.073727914,FALSE
6c324279c1fc2965e594486ac26b0548,0.007996778,0.094811165,7.65E-05,0.009229345,TRUE
6c4dcaea3271e5e69ab4ae82e8284911,0.000358093,0.024590144,2.22E-06,0.314336376,FALSE
6d7f932303cb8ce3b13ec6d15b25682e,0.002458762,0.026337879,0,0.195583843,FALSE
6db169339ee5897780e713c44784d74a,0.001393761,0.02365391,9.33E-05,0.260423711,FALSE
6e57b32b545e72b802822e1554c70868,0.00070515,0.00514533,6.00E-06,0.205262274,FALSE
6e7dcdec78c483cd8d6666e4eedccd4f,0.00016741,0.03296549,1.52E-05,0.993935951,FALSE
6e9ac49ab03e8cf905432ad62df55c30,0.000947385,0.053126065,0,0.226791483,FALSE
6eaef2dd2e8097421a196c104a2b76c8,0.000712924,0.024623879,5.58E-05,0.421589289,FALSE
6ec1023583647a401269990c4e8ad716,0.011711349,0.069193398,0.000145653,0.004511384,TRUE
6f980c6f3f2ffefd2013c721461cc1c6,0.001294711,0.034068517,2.07E-05,0.795934061,FALSE
6fe15c78022c1b27688de5f58f793db8,0.000361655,0.118120579,2.08E-05,0.086704608,FALSE
7056e30597f229b4acf906de9a4c432d,0.005239625,0.016154583,5.80E-06,0.195918431,FALSE
